ibf_product_name,variety_key,name,color_name_cleaned,variety_cleaned
Garlands Olive Branches Green,dc062ae4-164e-4e6a-9fed-11ccfeff94ec,Garlands Olive Branches 10ft/ Box green,Green,Garlands Olive Branches
Callas Goddess Green,aba06708-f832-4cc7-8b7d-2d4aa17d2904,Calla's Green Goddess green - multiple,Green,Callas Goddess
Podocarpus Branches Green,2af8351f-e674-41ab-99a9-70cbcbe3e1b9,Podocarpus Branches green,Green,Podocarpus Branches
Willow Curly Willow Brown,02e76043-8a0c-40d4-a967-f4fdce9dc260,Willow Curly Willow - Long (Brown) brown,Brown,Willow Curly Willow
Roses Avalanche Peach,6a500738-e997-4122-8312-8dc8a9b82c71,Roses Peach avalanche peach,Peach,Roses Avalanche
Dianthus Raffine Chant Light Pink,8b36a876-103d-434c-bfba-6a33ec10b253,Dianthus Raffine Chant pink - light,Light Pink,Dianthus Raffine Chant
Scabiosa Pods Purple,135c2bfb-dd51-4ad8-810f-6a7e2e0d830b,Scabiosa Pods purple - multiple,Purple,Scabiosa Pods
Grevillea Ivanhoe Bronze Light Pink,56959415-288e-4705-9fd1-26073dfd3f33,Grevillea Ivanhoe Bronze Light Pink (tinted/ Dyed) pink - light,Light Pink,Grevillea Ivanhoe Bronze
Roses Versilia Peach,07771b3d-f024-4636-8b8d-6400a1525c17,Roses Versilia peach,Peach,Roses Versilia
Hydrangea Jumbo Blue,0ffd3ac8-3b68-4ea7-bbbf-d1d5d61fe280,Hydrangea Blue Jumbo (20-24 cm) blue,Blue,Hydrangea Jumbo
Chrysanthemum Disbuds Yellow,1d973860-9429-434f-b927-4d18fcd9bc3e,Chrysanthemum Disbuds/ Mums Cremon Kournikova yellow,Yellow,Chrysanthemum Disbuds
Roses Mothers Day Mixed,e6465c98-c6f3-4998-a4e9-340678cafc5a,"Roses Mothers Day Assorted (25 Peach, White, Pink, Farm Choice) mixed",Mixed,Roses Mothers Day
Roses Opala Pink,602c24cc-486e-4a69-bc82-b5599de0423d,Roses Opala pink,Pink,Roses Opala
Sunflower Red,9c250407-4f62-4078-9135-0fc407b9a5a6,Sunflower Red (tinted/ dyed) red,Red,Sunflower
Roses Duett Pink,6b281ce6-c057-4226-b3c8-fdc2322641f9,Roses Duett pink - multiple,Pink,Roses Duett
Carnation Brownies By Vip Brown Light Brown,3c49627a-06d4-4fe8-b662-8967e4345d08,Carnation Brownies By VIP (Tinted/ Dyed) brown - light,Light Brown,Carnation Brownies By Vip Brown
Bouvardia Royal Violet Violet Violet,5ad4fc91-13e1-449f-8c2b-2faa307dbe1c,Bouvardia Royal Violet violet,Violet,Bouvardia Royal Violet Violet
Star Thistle Electric Blue,07ba5caf-11e9-42fd-b818-3c5bfe5c2e7b,Star Thistle Electric Blue blue,Blue,Star Thistle Electric
Chrysanthemum Spray Pom Cushion Cooper Bronze Bronze,c8a34395-210e-4d3a-8527-5e6961b371df,Chrysanthemum Spray Pom Cushion Cooper bronze,Bronze,Chrysanthemum Spray Pom Cushion Cooper Bronze
Lisianthus Double Corelli Apricot Salmon Salmon,3286c4f9-6f17-4add-9fa3-4112060eb82b,Lisianthus Double Corelli Apricot salmon,Salmon,Lisianthus Double Corelli Apricot Salmon
Peony Pecher A Grade Blush,cd16c100-975a-4007-9013-6ba79de7a2cf,Peony Pecher A Grade (30Mm) blush,Blush,Peony Pecher A Grade
Mini Carnation Christmas Mixed,f6029358-ff3e-4ff2-bf15-e9a84ead12c6,Mini Carnation (Spray) Christmas Assorted mixed,Mixed,Mini Carnation Christmas
Campanula Champion Blue,dac40458-544c-4b5a-8aa0-12ae56250c8b,Campanula Champion Blue blue,Blue,Campanula Champion
Chrysanthemum Micro Pom Santini Cady Pink,81e18a44-7049-456f-9867-3a65c77a3524,Chrysanthemum Micro Pom Santini Cady pink,Pink,Chrysanthemum Micro Pom Santini Cady
Bouquets Fun Miracle Mixed,0d1ae346-339e-4c7d-8bae-8caa9a40501f,Bouquets Fun Miracle mixed,Mixed,Bouquets Fun Miracle
Mokara Ruby Red,7714c35b-b668-4285-8390-9197147e1d9d,Mokara Ruby (stem) red,Red,Mokara Ruby
Chrysanthemum Disbuds Pink,ca154f14-c0b7-406e-82c0-d11a844db5c2,Chrysanthemum Disbuds/ Mums Cremon Carina pink,Pink,Chrysanthemum Disbuds
Carnation Hypnosis Lavender,318efc03-7c43-47d4-906a-f85cf92766b0,Carnation Hypnosis lavender,Lavender,Carnation Hypnosis
Roses Pastella Blush,9fafc651-8016-4cf3-a541-fe808ef29d6c,Roses Pastella blush,Blush,Roses Pastella
Roses Breezer Dark Pink,41e3a4a9-4522-4088-b6f6-0503a3f4fc49,Roses Breezer pink - dark,Dark Pink,Roses Breezer
Stock Spray Double Lavender,69b069fb-9467-4095-9efa-bbd4a6721724,Stock Spray Double Lavender lavender,Lavender,Stock Spray Double
Aster Solidago Green,1a782f6b-ad7e-450d-9eda-1af673900192,Aster Solidago Green (Airbrushed) green,Green,Aster Solidago
Alstroemeria Fall Mixed,dd7af48c-edf3-4f38-887c-368090484b14,Alstroemeria Fall Assorted mixed,Mixed,Alstroemeria Fall
Dianthus Raffine Petit Odile Lavender,5baf99d2-2939-4bbc-8651-ffdac8e4b2e1,Dianthus Raffine Petit Odile lavender,Lavender,Dianthus Raffine Petit Odile
Mini Calla Orange,88e3dead-38f7-4d6f-8a5d-6b33b5baac70,Mini Calla Orange/ Red orange,Orange,Mini Calla
Sweet Peas Orange,722aae4b-59df-4f32-a7ad-da0cfabc73b9,Sweet Peas Orange orange,Orange,Sweet Peas
Hydrangea White,c4dd3be9-14d5-4083-8913-93583acedc39,Hydrangea White/ Pink Jumbo (20-24 cm) white - multiple,White,Hydrangea
Mini Calla Tequila Sunrise Dark Yellow,0b1b98ac-ebbe-414c-bcd4-58e54ec95eca,Mini Calla Tequila Sunrise (Or Similar Color) yellow - dark,Dark Yellow,Mini Calla Tequila Sunrise
Roses Hot Merengue Yellow,252ae648-95df-4d73-ae61-df3307d14f9c,Roses Hot Merengue yellow - multiple,Yellow,Roses Hot Merengue
Mini Calla Captain Ventura Cream,d8d1f5f0-807d-4bf9-9d1a-16e9b680df58,Mini Calla Captain Ventura cream,Cream,Mini Calla Captain Ventura
Dianthus Raffine Petit Uzu Pink,711973d7-89f0-48db-bcf4-5e6817238f2e,Dianthus Raffine Petit Uzu pink - multiple,Pink,Dianthus Raffine Petit Uzu
Spray Roses Madeira Light Orange,2c920bbe-8b04-4b4a-8489-9c4916731d8b,Spray Roses Madeira orange - light,Light Orange,Spray Roses Madeira
Roses Soulmate Pink,2c666c83-0d5c-4a44-a673-e264389a19b6,Roses Soulmate pink - multiple,Pink,Roses Soulmate
Delphinium Elatum White,a5a96c8b-f7ea-4ee3-81a8-c2a525520118,Delphinium Elatum White white,White,Delphinium Elatum
Roses Impact Yellow,4508b65a-faa1-4a7b-957a-e1c42d1a937f,Roses Impact yellow,Yellow,Roses Impact
Chrysanthemum Spray Pom Cdn Christmas Mixed,bb734889-51ca-494e-ac26-ed7c56e8ebe0,Chrysanthemum Spray Pom CDN Christmas Assorted mixed,Mixed,Chrysanthemum Spray Pom Cdn Christmas
Roses Kerio Yellow,da428aca-5bd5-4dff-8a70-f3cafe31667a,Roses Kerio (bic Yellow/Orange) yellow - multiple,Yellow,Roses Kerio
Roses Old Dutch Light Pink,74d1905b-4a31-44f3-a923-725b42c9e815,Roses Old Dutch pink - light,Light Pink,Roses Old Dutch
Astrantia Star Of Africa Pink,78f28c76-3cb4-45d8-9333-400c543deaa8,Astrantia Star of Africa pink,Pink,Astrantia Star Of Africa
Roses Green,c84c24e5-d830-4b69-8cf0-0d4d829b554c,Roses Green green - multiple,Green,Roses
Freesia Single White,547ba649-594e-486f-a2ce-3c434bd300a1,Freesia Single White white,White,Freesia Single
Limonium Piuma Purple,1cca4b39-31dc-4474-8d84-0fdf0a9e516c,Limonium Piuma Lavender purple,Purple,Limonium Piuma
Freesia Double Versailles White,fbcbbe9b-11d4-4049-a9a4-430d947b6b1e,Freesia Double Versailles white,White,Freesia Double Versailles
Monstera Deliciosa L Green,6a5b845f-0f8b-4953-9eac-bf4d06d1b90e,Monstera Deliciosa L (22 inch diameter) green,Green,Monstera Deliciosa L
Pennycress Bell Green,a2a8d53c-e264-474a-94f5-c06e93a5b343,Pennycress Green Bell green,Green,Pennycress Bell
Pincushion Proteas Tango Dark Orange,a4b35d1c-6493-4694-b24b-09a8412a59e5,Pincushion Proteas Tango orange - dark,Dark Orange,Pincushion Proteas Tango
Roses Caribbean Orange,17330e11-d292-479e-8b40-9aa212eb6b28,Roses Caribbean orange,Orange,Roses Caribbean
Roses Cezanne Cream,17c2188a-0868-4ba0-9b1f-18de388b74e1,Roses Cezanne cream,Cream,Roses Cezanne
Amaryllis Mont Blanc Blooms White,d644d2da-70ad-47f3-8ec8-e2716ad0f547,Amaryllis Mont Blanc  4 blooms white,White,Amaryllis Mont Blanc Blooms
Gerbera Mini Piccolini Mixed,9f4c7e41-5273-48f5-aa6e-9e5c49667de4,Gerbera Mini Piccolini Assorted mixed,Mixed,Gerbera Mini Piccolini
Bouvardia Crazy Pink,53514668-8ee8-49da-b96c-b3501a4d8692,Bouvardia Crazy Pink pink,Pink,Bouvardia Crazy
Brunia Gray Gray,d85242b6-3fe5-42aa-be74-c8d083e57948,Brunia Silver gray,Gray,Brunia Gray
Roses Topaz Dark Pink,0071b7b4-0147-4960-bdb0-ac337f5171e1,Roses Topaz pink - dark,Dark Pink,Roses Topaz
Spray Roses Butterfly Sensation Dark Red,6a53812f-23c7-4871-b513-7cc0012ce65f,Spray Roses Butterfly Sensation (jumbo) red - dark,Dark Red,Spray Roses Butterfly Sensation
Rose Petals Fresh Petals Pink,b2a3519b-46cc-481b-b2db-5efaa0c4a047,Rose Petals Fresh Petals Light PInk & Pink (500 Petals/ Plastic Bag) pink - multiple,Pink,Rose Petals Fresh Petals
Garlands Seeded Eucalyptus Green,340d575c-5ddc-4eee-a27e-b2bfb0f6b054,Garlands Seeded Eucalyptus 6ft/ Box green,Green,Garlands Seeded Eucalyptus
Roses Fall Mixed,ad2d718d-1646-4723-84cf-4caf2008e35b,"Roses Fall Assorted (50 Red, 25 Orange, Yellow) mixed",Mixed,Roses Fall
Tulips Double Choopa Choop Pink,ad65672f-1c35-433d-99d7-ab7ea38d43b0,Tulips Double Choopa choop pink,Pink,Tulips Double Choopa Choop
Hyacinth Blue,4bccc32d-8841-4664-888e-544403333fd3,Hyacinth Blue blue,Blue,Hyacinth
Leucadendron Jester Safari Sunset Green,c4959f8c-a371-46c9-9759-b43e7490a945,Leucadendron Jester Safari Sunset green - multiple,Green,Leucadendron Jester Safari Sunset
Anthurium Cheers Salmon Salmon,b5359de9-b551-4024-bc23-977498f12b0c,Anthurium Cheers salmon,Salmon,Anthurium Cheers Salmon
Mini Calla Mango Orange,34208208-e51b-4049-8dbc-7f6265f3043a,Mini Calla Mango orange,Orange,Mini Calla Mango
Lisianthus Double Arena Light Pink,0ddfcccd-2fa8-4005-8411-5f5626d14f43,Lisianthus Double Arena Light Pink pink - light,Light Pink,Lisianthus Double Arena
Garden Roses Dynamic Lime Lime Green,4f6601ec-ae60-4fcc-ba80-c79350dbad4e,Garden Roses Dynamic (lime green/peach/ blush colored) lime green,Lime Green,Garden Roses Dynamic Lime
Ranunculus Elegance Rosso Red,cac196d6-7a97-4c21-8c4e-858af0c4f7bd,Ranunculus Elegance Rosso red,Red,Ranunculus Elegance Rosso
Flax Pandanus Curly Variegated Variegated,56a04c47-835c-4ca9-b24c-77069d0f5ad9,Flax Pandanus Curly variegated,Variegated,Flax Pandanus Curly Variegated
Chrysanthemum Spray Pom Cushion Georgia Yellow,143fe6e7-ccd7-465f-b635-247942a9a877,Chrysanthemum Spray Pom Cushion Georgia yellow,Yellow,Chrysanthemum Spray Pom Cushion Georgia
Mini Carnation Cream,4680589e-4077-45e0-980f-eaac00f5e7e5,Mini Carnation (Spray) Cream cream,Cream,Mini Carnation
Bouquets Flat Hanna Farm Choice Tropical Mixed,76b2e4e8-a727-4a1d-b638-ac28ab396350,Bouquets Flat Hanna Farm Choice Tropical Assorted 10 st/bqt mixed,Mixed,Bouquets Flat Hanna Farm Choice Tropical
Scabiosa Soft Lavender,73ff4282-a9f4-4a6c-bf02-9e26bd5fe0ae,Scabiosa Soft lavender,Lavender,Scabiosa Soft
Carnation Carnation Bicolor Mixed,f0ee9dd0-71e6-45ad-ad22-6adc60bd98bd,Carnation Carnation Bicolor Assorted mixed,Mixed,Carnation Carnation Bicolor
Mini Calla Fantasia Pink,01966628-3330-403f-84b0-279f084e6a7b,Mini Calla Fantasia (or similar color) pink,Pink,Mini Calla Fantasia
Heliconia Sassy Red,1ea4ce55-42e9-49a3-ae49-41d38f15c544,Heliconia Sassy red - multiple,Red,Heliconia Sassy
Sweet Peas Purple,72cf4243-a41a-46c6-808d-3966b7cd4434,Sweet Peas Purple purple,Purple,Sweet Peas
Garden Roses X Pression Pink,8ff7a561-a979-4e34-a951-25c1fb150400,Garden Roses Coral X Pression pink,Pink,Garden Roses X Pression
Hydrangea Rodeo Cerise Cerise,1b327952-e138-48d7-a7a8-eff567a2dc57,Hydrangea Rodeo Red cerise,Cerise,Hydrangea Rodeo Cerise
Dianthus Solomio Tino White,96595e47-d3bd-4348-9f36-ee5a80571650,Dianthus Solomio Tino white - multiple,White,Dianthus Solomio Tino
Peony Charm Red,753eccb3-72b6-41cb-b007-efea2c979f6b,Peony Red Charm red,Red,Peony Charm
Roses Mixed,999bd13f-42c1-4221-9fc3-33f8402693ab,"Roses Assorted (25 Lavender, Orange, Yellow, Pink) mixed",Mixed,Roses
Roses Garden Spirit Blush,ff23babb-67ec-438c-a48e-480d8fd4f44b,Roses Garden Spirit blush,Blush,Roses Garden Spirit
Lilies La Hybrids Yerseke Dark Pink,2de5acbd-d069-4b68-85e9-797d46a8be4b,Lilies LA Hybrids Yerseke 3/5 Bl pink - dark,Dark Pink,Lilies La Hybrids Yerseke
Roses Iguazu Red,06a75d77-bb5f-4099-9bab-e708c020d300,Roses Iguazu red - multiple,Red,Roses Iguazu
Roses Tycoon Orange,1cab886b-833d-4c92-8dcd-7987964b87ce,Roses Tycoon orange,Orange,Roses Tycoon
Ranunculus Mixed,b7ed43d5-b092-4d93-a28f-575bb13fa8f8,Ranunculus Assorted . mixed,Mixed,Ranunculus
Roses Aubade Peach,0a7d1f75-f083-483a-961b-7e875603dd98,Roses Peach Aubade peach,Peach,Roses Aubade
Garden Roses Karma Peach,da055363-de6a-4167-b2d2-d0f9b04d4f3f,Garden Roses Karma peach,Peach,Garden Roses Karma
Dianthus Gypsy Purple,63242df7-23d3-4207-9fe6-8e7cc163161f,Dianthus Gypsy Purple purple,Purple,Dianthus Gypsy
Carnation Bacarat Purple,1dbf4b61-b64f-4d8b-ae90-3bbfae7ec483,Carnation Bacarat Purple purple - multiple,Purple,Carnation Bacarat
Chrysanthemum Disbuds Red,8ea60465-b78c-4643-be8a-beb6ec30c776,Chrysanthemum Disbuds/ Mums Cremon Morgan red,Red,Chrysanthemum Disbuds
Tulips Double Icoon Orange,ddeb7ea3-280a-4a98-8202-9c8d4e293b9b,Tulips Double Icoon orange,Orange,Tulips Double Icoon
Pincushion Proteas Sucession Red,063d5bec-2d52-4dfc-993e-066b357b0293,Pincushion Proteas Sucession red,Red,Pincushion Proteas Sucession
Tulips Single Princes Irene Orange,ea83b167-e226-4ca8-9b23-7679fd907301,Tulips Single Princes irene orange,Orange,Tulips Single Princes Irene
Chrysanthemum Disbuds White,3c9ee72b-72f3-475a-8a79-4f484aaa65af,Chrysanthemum Disbuds/ Mums Bombon (ball) Zonar white,White,Chrysanthemum Disbuds
Chrysanthemum Disbuds Bronze,d67027c1-58bb-44f7-a5ac-b2970d8f312f,Chrysanthemum Disbuds/ Mums Bombon (ball) Cronos bronze,Bronze,Chrysanthemum Disbuds
Alstroemeria Bicolor Yellow,a1b277b4-613f-48bd-82fe-f57a32f09480,Alstroemeria Bicolor Yellow yellow - multiple,Yellow,Alstroemeria Bicolor
Mini Calla Garnet Glow Pink,0ee3b197-b444-478f-bd09-4cef8c5e1c43,Mini Calla Garnet Glow  pink,Pink,Mini Calla Garnet Glow
Queen Annes Lace Daucus Carota Dara Brown Brown,cd2569e2-2aa5-4e66-9144-43aa445c6b5a,Queen Annes Lace Daucus Carota Dara brown,Brown,Queen Annes Lace Daucus Carota Dara Brown
Helleborus Queens Picotee Pink,13676c6c-9bee-4d92-a41d-7f27db0a859f,Helleborus Queens picotee pink - multiple,Pink,Helleborus Queens Picotee
David Austin Garden Roses Effie Peach,b1fa8e95-3c5e-46ec-b0f2-7f51973be36f,David Austin Garden Roses Effie *Fragrance* peach,Peach,David Austin Garden Roses Effie
Alstroemeria Green,2e52f64f-0e58-4ac8-bc8a-c7777d55acb2,Alstroemeria Green green,Green,Alstroemeria
Hop Bush Dodonaea Viscosa Purpurea Red,17f951c5-e2fc-493a-a1bb-e04ec1abf463,Hop Bush Dodonaea viscosa Purpurea red - multiple,Red,Hop Bush Dodonaea Viscosa Purpurea
Waxflower Hybrid Pink,c9a1e365-c174-4ab7-94c0-dbfcf3a4c897,Waxflower Hybrid Blush White (Shade Varies) pink - multiple,Pink,Waxflower Hybrid
Peony Honey White,95b3e94b-f9db-431a-b201-76a6c4bd857c,Peony Honey gold white - multiple,White,Peony Honey
Hypericum Magical Cream,b7ebbc91-a3b6-4455-913b-c34e2cb89239,Hypericum Magical Ivory cream,Cream,Hypericum Magical
Rice Flower Pink,17401e60-5c73-4175-b0a6-f09f12f064db,Rice Flower Pink pink,Pink,Rice Flower
Heliconia Musa Leaf Green,b2899603-25c9-4c84-b5aa-aaebb3e1e0c5,Heliconia Musa Leaf green,Green,Heliconia Musa Leaf
Roses Fall Mixed,15db6962-5b1e-499d-b306-3cf5e216f1c8,"Roses Fall Assorted (25 Red, Yellow/Orange, Bicolor, Novelty) mixed",Mixed,Roses Fall
Carnation Symphony Light Pink,35b2fa06-41f5-4018-b316-4e339c1f410d,Carnation Symphony Light Pink (Assorted In Bunch) pink - light,Light Pink,Carnation Symphony
Dendrobium Hybrid Bom Yellow,62429df5-2e1c-46ea-b999-e38693b0c1af,Dendrobium Hybrid Bom Gold (Stem ) (tinted/ dyed) yellow - multiple,Yellow,Dendrobium Hybrid Bom
Garden Roses Cloud White,15ef4ce5-4dd6-452b-b93b-37c8edffab46,Garden Roses White Cloud white,White,Garden Roses Cloud
Gypsophilia Glitter Xlence Gold,5e63b14f-307d-4c5f-9f36-ce75381f8b3d,Gypsophilia (Babys breath) Glitter Xlence Gold 250 gr. (tinted/ dyed) 6 st/bu gold,Gold,Gypsophilia Glitter Xlence
Lilies La Hybrids Red,bcd88f95-a4f5-4d06-ab0d-fec1fcf6c9c8,Lilies LA Hybrids Red 3/5 bl red,Red,Lilies La Hybrids
Mini Calla Star Purple,54852d98-7dc9-4027-8f64-d4a478bb47ab,Mini Calla Purple Star (or similar color) purple,Purple,Mini Calla Star
Succulents Cm Green,150f944a-ec42-4441-9c93-0cef6aa8d6f9,Succulents (no roots) Assorted 8 cm (Wincx box) green,Green,Succulents Cm
Veronica Purple,b88b58c0-5fb8-435d-91a8-d74abbf01d12,Veronica Blue (color purple/ lavender) purple,Purple,Veronica
Hypericum Coco Lipstick Pink,ec1a1b29-b055-47d0-b031-c71dfe7fc5c8,Hypericum Coco Lipstick pink,Pink,Hypericum Coco Lipstick
Clematis Star River Light Blue,9f06839b-1c2f-4934-a8ff-17cda22759f5,Clematis Star River blue - light,Light Blue,Clematis Star River
Pieris Cupido Red,aa081935-3126-425d-94e2-34e7e2d16df1,Pieris Cupido Red (per bunch) red,Red,Pieris Cupido
Gerbera Large Flowered Forza Red,581cb3cd-61c0-467c-8fac-3d911afea7de,Gerbera Large Flowered Forza red,Red,Gerbera Large Flowered Forza
Chrysanthemum Micro Pom Santini Frenzy Pink,6fc7e8b4-a09a-4304-b77e-a54167f6f01c,Chrysanthemum Micro Pom Santini Frenzy pink,Pink,Chrysanthemum Micro Pom Santini Frenzy
Peony Boule De Neige White,e431bff8-7ca6-4e2c-9c49-7990781201f0,Peony Boule De Neige white - multiple,White,Peony Boule De Neige
Leucadendron Safari Sunset Brown Brown,65b008f1-ca6a-4178-89ce-1c15a629444c,Leucadendron Safari Sunset (Spray) brown,Brown,Leucadendron Safari Sunset Brown
Garden Roses Sweet X Pression Yellow,73fb0818-f002-46f0-a084-07795581304c,Garden Roses Sweet X Pression yellow - multiple,Yellow,Garden Roses Sweet X Pression
Pittosporum Queen Variegated Variegated,2829064f-60db-4abf-ab17-53871769a0a5,Pittosporum Silver Queen variegated,Variegated,Pittosporum Queen Variegated
Spray Roses Rumba Yellow,5b707ec5-5b0f-4d5e-8998-c423b7139c42,Spray Roses Rumba yellow - multiple,Yellow,Spray Roses Rumba
Chrysanthemum Disbuds Pink,16976f54-3b9c-4cf2-ab11-e6b755663f0a,Chrysanthemum Disbuds/ Mums Spider Pink pink,Pink,Chrysanthemum Disbuds
Dianthus Solomio Sem Pink,4db06eaa-03a3-4aec-82e8-dad71e76a013,Dianthus Solomio Sem pink,Pink,Dianthus Solomio Sem
Ranunculus Clooney White,bdae783a-7f3d-441e-b188-83ebe4ba9846,Ranunculus Clooney White white,White,Ranunculus Clooney
Kale Crane Lavender,4744b51a-16ef-4c05-abf5-8ec60aaf58da,Kale Lavender Crane lavender,Lavender,Kale Crane
Lilac Maidens Light Pink,873c675b-a968-4733-8a3d-5a8fca57c220,Lilac Maidens blush pink - light,Light Pink,Lilac Maidens
Alstroemeria Mothers Day Mixed,0d02a506-de7e-45bf-862d-c0c84e9928fe,Alstroemeria Mothers Day Assorted mixed,Mixed,Alstroemeria Mothers Day
Roses Luciano Light Pink,2914bb57-34d9-4d5b-8846-b4ba1582ed40,Roses Luciano pink - light,Light Pink,Roses Luciano
Roses Merlot Red,de64233a-854c-429e-b7cb-d253afaabf11,Roses Merlot red,Red,Roses Merlot
Clematis Inspiration Pink,118603b5-48ba-4b6b-adb3-04e398bc8041,Clematis Inspiration pink,Pink,Clematis Inspiration
Succulents Cm Green,1b3b8f58-c040-4abf-a146-3aae278a2d6c,Succulents (no roots) Assorted 5 cm (Wincx Box) green,Green,Succulents Cm
Statice Light Pink,b64cef1e-e52b-4e3f-8313-213d24c7c136,Statice Light Pink pink - light,Light Pink,Statice
Roses Cabaret Pink,2c6f8943-46db-4cac-b03c-538975fbafa4,Roses Cabaret pink - multiple,Pink,Roses Cabaret
Chrysanthemum Disbuds Dark Yellow,0fe0e96a-4819-4e1f-a0c1-edd68a044ca5,Chrysanthemum Disbuds/ Mums Bombon (ball) Paladov Sunny yellow - dark,Dark Yellow,Chrysanthemum Disbuds
Dendrobium Hybrid Sakura Lavender,4f272f6e-8eff-4f36-a5b4-2ed8515f1cd5,Dendrobium Hybrid Sakura (stem) lavender - multiple,Lavender,Dendrobium Hybrid Sakura
Roses Butterscotch Yellow,c7d4819b-158f-4270-8da7-d1fa4b3f0c0f,Roses Butterscotch yellow,Yellow,Roses Butterscotch
Helleborus Winterbells White,dddcd780-b825-46a5-b971-faf7a75b6920,Helleborus Winterbells white,White,Helleborus Winterbells
Carnation Magic Red,cf998e57-9377-4454-bca2-2a77dce3867d,Carnation Red Magic red,Red,Carnation Magic
Mokara Red,19a9c5ba-6acc-44b8-a90b-6d90b7f59b94,Mokara Red (stem) red,Red,Mokara
Lisianthus Double Rosita Cream,5334b01c-e15b-4264-a62b-f2cb4a23deec,Lisianthus Double Rosita yellow cream,Cream,Lisianthus Double Rosita
Gerbera Large Flowered Picobello Pink,4c5572be-c374-41af-b1e3-1ed2c820da0b,Gerbera Large Flowered Picobello pink - multiple,Pink,Gerbera Large Flowered Picobello
Lilies Oriental Mixed,c51e36f4-13ed-4435-a1b8-e4064139ca42,Lilies Oriental Assorted mixed,Mixed,Lilies Oriental
Mokara Isabelle Yellow,71cc2321-e25a-46f4-81d4-d750880119aa,Mokara Isabelle (stem) yellow,Yellow,Mokara Isabelle
Mini Carnation Solomio Imre Pink,6b033c32-432c-4386-93a5-d24881bafa91,Mini Carnation (Spray) Solomio Imre pink - multiple,Pink,Mini Carnation Solomio Imre
Ranunculus Elegance Light Yellow,cbe454d7-8ab0-47ba-b9eb-33032b9d36c8,Ranunculus Elegance Cream yellow - light,Light Yellow,Ranunculus Elegance
Lisianthus Double Rosanne Deep Brown Brown Brown,8085e38d-1cef-4816-a51c-27bb96e2cb02,Lisianthus Double Rosanne Deep Brown brown,Brown,Lisianthus Double Rosanne Deep Brown Brown
Spray Roses Salsa Red,cc75c6d4-f4a1-48db-83c5-d8fe244a1ef9,Spray Roses Salsa red - multiple,Red,Spray Roses Salsa
Roses Frida Yellow,3f594cb6-77a1-4380-9ca3-4f908b18589e,Roses Frida yellow,Yellow,Roses Frida
Carnation Tangelo Dark Orange,90978810-8db0-4003-af98-c3535b9c0635,Carnation Tangelo orange - dark,Dark Orange,Carnation Tangelo
Sedum Spectabile Pink,34b69a16-fb46-4151-b7f2-dfe35b50e935,Sedum Spectabile pink,Pink,Sedum Spectabile
Roses Circus Yellow,1236aa35-2495-48b4-9760-396e3fe0cd62,Roses Circus yellow - multiple,Yellow,Roses Circus
Alstroemeria Cleo Purple,188ff0f1-a6b0-435b-9329-9679bc323ca5,Alstroemeria Cleo purple,Purple,Alstroemeria Cleo
Daffodils Carlton Yellow,a6b6bd06-46ed-4cc5-9140-2785b499a0d3,Daffodils Carlton yellow,Yellow,Daffodils Carlton
Hydrangea Red,17233cea-c7d9-4808-b13f-2d2f5beaafc6,Hydrangea Red (Airbrushed) (Tinted/ Dyed) red,Red,Hydrangea
Kangaroo Paws Yellow,fb8dd0c9-6013-4f9c-b301-2e263a1677b0,Kangaroo Paws Yellow yellow,Yellow,Kangaroo Paws
Philodendron Xanadu Green,5be322df-b8aa-4ad2-8fee-b3f1e1e33f41,Philodendron Xanadu green,Green,Philodendron Xanadu
